id,uid,merchant_id,game_id,game_code,result,currency,amount,pay_out,multiplier,balance,detail,created_at,updated_at
1976437176340557824,li-57ebcc16aa1240a4bc9114578a4646ce,1737978166,1698217741337,gp_crash_73,1,MXN,1000.0,15299.97,15.29997,50418.87,"{""auto"": 0, ""seed"": {""hash"": ""8ab60677da4d600806c16c4e0aab9aad8ffb17c51b9ad0b13d7b29b7512fa13f"", ""seed"": ""1,9|2,4|3,1|4,6_Mj1AnDfAmCjCGPXBQTbbs""}, ""recall"": ""{\""can_reach_num\"":6,\""diff\"":4,\""multis\"":[\""1.44\"",\""2.209999\"",\""3.449997\"",\""5.529994\"",\""9.089987\"",\""15.29997\"",\""26.779943\"",\""48.699925\"",\""92.539844\"",\""185.079688\"",\""391.249278\"",\""894.277933\"",\""2235.717191\"",\""6096.141416\"",\""18960.321151\"",\""72432.606159\"",\""379631.787497\"",\""3608838.704287\""],\""play_num\"":6}"", ""round_id"": ""1976437176340557824""}",2025-10-09 23:58:38,2025-10-09 23:58:43
