month_str,merchant,game_id,monthly_unique_users
202510,1698202251,1698217736104,
202510,1698202251,1698217736112,
202510,1698202251,1698217736113,
202510,1698202251,1698217736114,
202510,1698202251,1698217736115,
202510,1698202251,1698217736116,
202510,1698202251,1698217736226,
202510,1698202251,1698217736239,
202510,1698202251,1698217736271,
202510,1698202251,1698217736305,
202510,1698202251,1698217736362,
202510,1698202251,1698217736396,
202510,1698202251,1698217736485,
202510,1698202251,1698217736505,
202510,1698202251,1698217736603,
202510,1698202251,1698217736653,
202510,1698202251,1698217736789,
202510,1698202251,1698217736817,
202510,1698202251,1698217736845,
202510,1698202251,1698217737028,
202510,1698202251,1698217737093,
202510,1698202251,1698217737127,
202510,1698202251,1698217737229,
202510,1698202251,1698217737265,
202510,1698202251,1698217737525,
202510,1698202251,1698217737563,
202510,1698202251,1698217737753,
202510,1698202251,1698217738029,
202510,1698202251,1698217738208,
202510,1698202251,1698217738259,
202510,1698202251,1698217738310,
202510,1698202251,1698217738361,
202510,1698202251,1698217738412,
202510,1698202251,1698217738463,
202510,1698202251,1698217738514,
202510,1698202251,1698217739155,
202510,1698202251,1698217739404,
202510,1698202251,1698217740106,
202510,1698202251,1698217740462,
202510,1698202251,1698217740754,
202510,1698202251,1698217740856,
202510,1698202251,1698217741286,
202510,1698202251,1698217741606,
202510,1698202251,1698217741850,
202510,1698202251,1698217742804,
202510,1698202251,1698217743752,
202510,1698202251,1698217744489,
202510,1698202251,1698217744654,
202510,1698202662,1698217736087,
202510,1698202662,1698217736095,
202510,1698202662,1698217736096,
202510,1698202662,1698217736097,
202510,1698202662,1698217736098,
202510,1698202662,1698217736099,
202510,1698202662,1698217736227,
202510,1698202662,1698217736240,
202510,1698202662,1698217736272,
202510,1698202662,1698217736306,
202510,1698202662,1698217736363,
202510,1698202662,1698217736397,
202510,1698202662,1698217736486,
202510,1698202662,1698217736506,
202510,1698202662,1698217736604,
202510,1698202662,1698217736654,
202510,1698202662,1698217736790,
202510,1698202662,1698217736818,
202510,1698202662,1698217736846,
202510,1698202662,1698217737029,
202510,1698202662,1698217737094,
202510,1698202662,1698217737128,
202510,1698202662,1698217737230,
202510,1698202662,1698217737266,
202510,1698202662,1698217737526,
202510,1698202662,1698217737564,
202510,1698202662,1698217737754,
202510,1698202662,1698217738030,
202510,1698202662,1698217738209,
202510,1698202662,1698217738260,
202510,1698202662,1698217738311,
202510,1698202662,1698217738362,
202510,1698202662,1698217738413,
202510,1698202662,1698217738464,
202510,1698202662,1698217738515,
202510,1698202662,1698217739156,
202510,1698202662,1698217739405,
202510,1698202662,1698217740107,
202510,1698202662,1698217740463,
202510,1698202662,1698217740755,
202510,1698202662,1698217740857,
202510,1698202662,1698217741287,
202510,1698202662,1698217741607,
202510,1698202662,1698217741851,
202510,1698202662,1698217742805,
202510,1698202662,1698217743753,
202510,1698202662,1698217744490,
202510,1698202662,1698217744655,
202510,1698203058,1698217736019,
202510,1698203058,1698217736027,
202510,1698203058,1698217736028,
202510,1698203058,1698217736029,
202510,1698203058,1698217736030,
202510,1698203058,1698217736031,
202510,1698203058,1698217736231,
202510,1698203058,1698217736244,
202510,1698203058,1698217736276,
202510,1698203058,1698217736310,
202510,1698203058,1698217736367,
202510,1698203058,1698217736401,
202510,1698203058,1698217736490,
202510,1698203058,1698217736510,
202510,1698203058,1698217736608,
202510,1698203058,1698217736658,
202510,1698203058,1698217736794,
202510,1698203058,1698217736822,
202510,1698203058,1698217736850,
202510,1698203058,1698217737033,
202510,1698203058,1698217737098,
202510,1698203058,1698217737132,
202510,1698203058,1698217737234,
202510,1698203058,1698217737270,
202510,1698203058,1698217737530,
202510,1698203058,1698217737568,
202510,1698203058,1698217737758,
202510,1698203058,1698217737987,
202510,1698203058,1698217738034,
202510,1698203058,1698217738213,
202510,1698203058,1698217738264,
202510,1698203058,1698217738315,
202510,1698203058,1698217738366,
202510,1698203058,1698217738417,
202510,1698203058,1698217738468,
202510,1698203058,1698217738519,
202510,1698203058,1698217739160,
202510,1698203058,1698217739409,
202510,1698203058,1698217740111,
202510,1698203058,1698217740467,
202510,1698203058,1698217740759,
202510,1698203058,1698217740861,
202510,1698203058,1698217741291,
202510,1698203058,1698217741611,
202510,1698203058,1698217741855,
202510,1698203058,1698217742809,
202510,1698203058,1698217743757,
202510,1698203058,1698217744494,
202510,1698203058,1698217744659,
202510,1713329090,1698217736873,
202510,1713329090,1698217736874,
202510,1713329090,1698217736875,
202510,1713329090,1698217736876,
202510,1713329090,1698217736877,
202510,1713329090,1698217736880,
202510,1713329090,1698217736881,
202510,1713329090,1698217736882,
202510,1713329090,1698217736883,
202510,1713329090,1698217736884,
202510,1713329090,1698217736885,
202510,1713329090,1698217736886,
202510,1713329090,1698217736887,
202510,1713329090,1698217736888,
202510,1713329090,1698217736889,
202510,1713329090,1698217736890,
202510,1713329090,1698217736891,
202510,1713329090,1698217736893,
202510,1713329090,1698217736895,
202510,1713329090,1698217737051,
202510,1713329090,1698217737116,
202510,1713329090,1698217737150,
202510,1713329090,1698217737252,
202510,1713329090,1698217737288,
202510,1713329090,1698217737548,
202510,1713329090,1698217737586,
202510,1713329090,1698217737776,
202510,1713329090,1698217738052,
202510,1713329090,1698217738231,
202510,1713329090,1698217738282,
202510,1713329090,1698217738333,
202510,1713329090,1698217738384,
202510,1713329090,1698217738435,
202510,1713329090,1698217738486,
202510,1713329090,1698217738537,
202510,1713329090,1698217739178,
202510,1713329090,1698217739427,
202510,1713329090,1698217740129,
202510,1713329090,1698217740485,
202510,1713329090,1698217740777,
202510,1713329090,1698217740879,
202510,1713329090,1698217741309,
202510,1713329090,1698217741629,
202510,1713329090,1698217741873,
202510,1713329090,1698217742827,
202510,1713329090,1698217743775,
202510,1713329090,1698217744512,
202510,1713329090,1698217744677,
202510,1716179958,1698217737301,
202510,1716179958,1698217737302,
202510,1716179958,1698217737303,
202510,1716179958,1698217737304,
202510,1716179958,1698217737305,
202510,1716179958,1698217737308,
202510,1716179958,1698217737309,
202510,1716179958,1698217737311,
202510,1716179958,1698217737312,
202510,1716179958,1698217737313,
202510,1716179958,1698217737314,
202510,1716179958,1698217737315,
202510,1716179958,1698217737316,
202510,1716179958,1698217737317,
202510,1716179958,1698217737318,
202510,1716179958,1698217737319,
202510,1716179958,1698217737321,
202510,1716179958,1698217737322,
202510,1716179958,1698217737323,
202510,1716179958,1698217737324,
202510,1716179958,1698217737325,
202510,1716179958,1698217737326,
202510,1716179958,1698217737328,
202510,1716179958,1698217737556,
202510,1716179958,1698217737594,
202510,1716179958,1698217737784,
202510,1716179958,1698217738013,
202510,1716179958,1698217738060,
202510,1716179958,1698217738239,
202510,1716179958,1698217739008,
202510,1716179958,1698217739009,
202510,1716179958,1698217739010,
202510,1716179958,1698217739011,
202510,1716179958,1698217739012,
202510,1716179958,1698217739013,
202510,1716179958,1698217739186,
202510,1716179958,1698217739435,
202510,1716179958,1698217740137,
202510,1716179958,1698217740493,
202510,1716179958,1698217740785,
202510,1716179958,1698217741317,
202510,1716179958,1698217741637,
202510,1716179958,1698217743324,
202510,1718444707,1698217737715,
202510,1718444707,1698217737716,
202510,1718444707,1698217737717,
202510,1718444707,1698217737718,
202510,1718444707,1698217737719,
202510,1718444707,1698217737722,
202510,1718444707,1698217737723,
202510,1718444707,1698217737724,
202510,1718444707,1698217737725,
202510,1718444707,1698217737726,
202510,1718444707,1698217737728,
202510,1718444707,1698217737729,
202510,1718444707,1698217737730,
202510,1718444707,1698217737731,
202510,1718444707,1698217737732,
202510,1718444707,1698217737736,
202510,1718444707,1698217737737,
202510,1718444707,1698217737738,
202510,1718444707,1698217737739,
202510,1718444707,1698217737740,
202510,1718444707,1698217737741,
202510,1718444707,1698217737742,
202510,1718444707,1698217737744,
202510,1718444707,1698217738065,
202510,1718444707,1698217738244,
202510,1718444707,1698217739191,
202510,1718444707,1698217739440,
202510,1718444707,1698217740142,
202510,1718444707,1698217740498,
202510,1718444707,1698217740790,
202510,1718444707,1698217740892,
202510,1718444707,1698217741322,
202510,1718444707,1698217741642,
202510,1718444707,1698217741886,
202510,1718444707,1698217742840,
202510,1718444707,1698217743788,
202510,1718444707,1698217744525,
202510,1718444707,1698217744690,
202510,1719571148,1698217737797,
202510,1719571148,1698217737799,
202510,1719571148,1698217737802,
202510,1719571148,1698217737805,
202510,1719571148,1698217737806,
202510,1719571148,1698217737807,
202510,1719571148,1698217737808,
202510,1719571148,1698217737809,
202510,1719571148,1698217737810,
202510,1719571148,1698217737814,
202510,1719571148,1698217737816,
202510,1719571148,1698217737817,
202510,1719571148,1698217737818,
202510,1719571148,1698217737819,
202510,1719571148,1698217737820,
202510,1719571148,1698217737822,
202510,1719571148,1698217737823,
202510,1719571148,1698217738066,
202510,1719571148,1698217738245,
202510,1719571148,1698217739192,
202510,1719571148,1698217739441,
202510,1719571148,1698217740143,
202510,1719571148,1698217740499,
202510,1719571148,1698217741323,
202510,1723801345,1698217738105,
202510,1723801345,1698217738106,
202510,1723801345,1698217738107,
202510,1723801345,1698217738108,
202510,1723801345,1698217738109,
202510,1723801345,1698217738111,
202510,1723801345,1698217738112,
202510,1723801345,1698217738113,
202510,1723801345,1698217738114,
202510,1723801345,1698217738115,
202510,1723801345,1698217738116,
202510,1723801345,1698217738117,
202510,1723801345,1698217738118,
202510,1723801345,1698217738119,
202510,1723801345,1698217738121,
202510,1723801345,1698217738122,
202510,1723801345,1698217738123,
202510,1723801345,1698217738124,
202510,1723801345,1698217738125,
202510,1723801345,1698217738126,
202510,1723801345,1698217738127,
202510,1723801345,1698217738128,
202510,1723801345,1698217738129,
202510,1723801345,1698217738130,
202510,1723801345,1698217738131,
202510,1723801345,1698217738132,
202510,1723801345,1698217738133,
202510,1723801345,1698217738134,
202510,1735282015,1698217738725,
202510,1735282015,1698217738726,
202510,1737978166,1698217738737,
202510,1737978166,1698217738738,
202510,1737978166,1698217738739,
202510,1737978166,1698217738740,
202510,1737978166,1698217738741,
202510,1737978166,1698217738743,
202510,1737978166,1698217738744,
202510,1737978166,1698217738746,
202510,1737978166,1698217738747,
202510,1737978166,1698217738748,
202510,1737978166,1698217738749,
202510,1737978166,1698217738750,
202510,1737978166,1698217738751,
202510,1737978166,1698217738752,
202510,1737978166,1698217738753,
202510,1737978166,1698217738754,
202510,1737978166,1698217738755,
202510,1737978166,1698217738756,
202510,1737978166,1698217738757,
202510,1737978166,1698217738758,
202510,1737978166,1698217738759,
202510,1737978166,1698217738760,
202510,1737978166,1698217738761,
202510,1737978166,1698217738762,
202510,1737978166,1698217738763,
202510,1737978166,1698217738764,
202510,1737978166,1698217738765,
202510,1737978166,1698217738766,
202510,1737978166,1698217738767,
202510,1737978166,1698217739206,
202510,1737978166,1698217739455,
202510,1737978166,1698217740157,
202510,1737978166,1698217740513,
202510,1737978166,1698217740805,
202510,1737978166,1698217740907,
202510,1737978166,1698217741337,
202510,1737978166,1698217741657,
202510,1737978166,1698217741901,
202510,1737978166,1698217742855,
202510,1737978166,1698217743803,
